id_cliente,nome,sobrenome,tipo,telefone,data_nascimento,data_cadastro,cidade,estado,cpf_cnpj_normalizado,email_valido,idade,dias_desde_cadastro,cpf_cnpj_mascarado,email_mascarado
3239,Gael Henrique,Duarte,PF,+5521927141578,1962-12-05,2024-05-20,Moraes,PE,74190326887,True,63.0,693,*********87,g***@yahoo.com.br
673,Benjamim,Pinto,PF,+5551922241323,1965-09-27,2024-05-20,Sousa,BA,45297630134,True,60.0,693,*********34,b***@hotmail.com
1078,Lucas Gabriel,da Mota,PF,+5511972338428,1982-01-05,2024-05-21,Melo,DF,64275130871,True,44.0,692,*********71,l***@terra.com.br
1172,Pedro,Camargo,PF,+5511948761646,1979-06-13,2024-05-21,Cassiano,PB,94851032633,True,46.0,692,*********33,p***@terra.com.br
1360,Nascimento & Andrade S/A,,PJ,47986798400,,2024-05-21,Gomes Verde,AC,57290314000193,True,,692,************93,n***@comercio.net.br
1706,Monteiro & Associados S/A,,PJ,(47) 92567-2432,,2024-05-21,Borges,CE,16780953000150,True,,692,************50,m***@empresa.com.br
197,Julia,Azevedo,PF,(31) 94965-2436,,2024-05-21,Novaes,AP,54816079300,True,,692,*********00,j***@gmail.com
2645,Maria Sophia,Barbosa,PF,51949722482,1979-11-10,2024-05-21,Ribeiro,TO,61457803984,True,46.0,692,*********84,m***@outlook.com
28,Duarte & Associados S/S,,PJ,41950757507,1975-05-15,2024-05-21,Moreira,PB,29314605000139,True,50.0,692,************39,d***@comercio.net.br
3085,Isabela,Camargo,PF,(31) 91173-9895,1995-12-03,2024-05-21,Freitas de Garcia,SE,35690241725,True,30.0,692,*********25,i***@terra.com.br
2407,Isabel,da Cruz,PF,(13) 96213-4742,1964-02-07,2024-05-22,Freitas,PA,42179063822,True,62.0,691,*********22,i***@hotmail.com
3068,Esther,Montenegro,PF,(11) 92530-5515,1964-10-29,2024-05-22,Oliveira,AM,47201985388,True,61.0,691,*********88,e***@hotmail.com
32,Isabella,Ribeiro,PF,(47) 93792-3025,1998-08-08,2024-05-22,Azevedo da Praia,PR,53120897612,True,27.0,691,*********12,i***@outlook.com
3275,Enzo,Pacheco,PF,21922209081,1976-04-02,2024-05-22,Barbosa de Ribeiro,AC,74082369538,True,50.0,691,*********38,e***@ig.com.br
559,Importadora Souza ME,,PJ,13925217033,1988-02-27,2024-05-22,Almeida,PR,91260834000191,True,38.0,691,************91,i***@empresa.com.br
3335,Otto,da Luz,PF,+5511968843011,1983-12-17,2024-05-23,Cardoso de Minas,MA,32598471628,True,42.0,690,*********28,o***@hotmail.com
1267,Josué,Nunes,PF,31918682933,1963-08-19,2024-05-24,da Conceição,PI,68127935077,True,62.0,689,*********77,j***@ig.com.br
3100,Andrade & Associados EPP,,PJ,11954648555,1979-01-25,2024-05-24,Vieira do Amparo,RO,67548320000151,True,47.0,689,************51,a***@empresa.com.br
1442,Luan,Siqueira,PF,+5521912749742,2007-09-20,2024-05-25,da Cunha,RS,86051342915,True,18.0,688,*********15,l***@bol.com.br
2226,Rafael,da Paz,PF,(31) 96170-6408,,2024-05-25,Moraes Alegre,PA,27380914669,True,,688,*********69,r***@uol.com.br
2752,Serviços Melo ME,,PJ,+5531963268388,1996-11-29,2024-05-25,Souza,PR,84927501000108,True,29.0,688,************08,s***@comercio.net.br
409,Jade,Cardoso,PF,+5541931828962,1979-11-23,2024-05-25,Moreira,AL,75904831684,True,46.0,688,*********84,j***@hotmail.com
594,Theo,Souza,PF,+5513954716376,2006-08-17,2024-05-25,Dias de Sousa,SC,37165294007,True,19.0,688,*********07,t***@yahoo.com.br
82,Importadora Andrade EPP,,PJ,+5531975015761,1973-12-18,2024-05-25,Vasconcelos,RO,35409768000106,True,52.0,688,************06,i***@comercio.net.br
915,Pedro Lucas,Peixoto,PF,21955542481,1970-08-03,2024-05-25,Pacheco Grande,RO,24758019649,True,55.0,688,*********49,p***@yahoo.com.br
10,Catarina,Nascimento,PF,(11) 99776-3371,1970-02-03,2024-05-26,Vieira de Gomes,AM,13798206503,True,56.0,687,*********03,c***@hotmail.com
1208,Thales,Fogaça,PF,61967245787,1983-01-03,2024-05-26,Sales das Flores,ES,49653217070,True,43.0,687,*********70,t***@gmail.com
1404,Asafe,Freitas,PF,,1976-12-05,2024-05-26,Pinto,MT,94036178539,True,49.0,687,*********39,a***@outlook.com
1679,Ana Beatriz,Albuquerque,PF,(51) 95156-2596,1980-09-12,2024-05-26,Sales,AL,07369182487,True,45.0,687,*********87,a***@hotmail.com
2310,Liam,Martins,PF,(51) 96472-9519,1981-06-29,2024-05-26,Siqueira de Rios,ES,14563028762,True,44.0,687,*********62,l***@bol.com.br
2333,Clarice,Melo,PF,(21) 91688-3207,,2024-05-26,Porto do Amparo,RR,65072184307,True,,687,*********07,c***@terra.com.br
2681,Lucca,Vieira,PF,(51) 98018-8612,,2024-05-26,Correia,AM,97036514299,True,,687,*********99,l***@bol.com.br
642,Barbosa & Castro EI,,PJ,21910887363,1959-12-25,2024-05-26,Correia,ES,64259130000126,True,66.0,687,************26,b***@comercio.net.br
1308,Rocha & Associados S/A,,PJ,+5547972399406,2007-05-20,2024-05-27,Silveira,DF,69852431000182,True,18.0,686,************82,r***@comercio.net.br
1875,Ana Carolina,Cirino,PF,(61) 92760-3480,,2024-05-27,Caldeira,GO,35271690830,True,,686,*********30,a***@ig.com.br
1920,Ravy,Lima,PF,71953527028,1993-03-21,2024-05-27,Costa,RN,89213470622,True,33.0,686,*********22,r***@yahoo.com.br
1925,Davi Lucca,Costa,PF,(41) 96330-8812,1960-11-07,2024-05-27,Carvalho,RJ,49715268382,True,65.0,686,*********82,d***@yahoo.com.br
2209,Apollo,Cavalcanti,PF,(51) 98129-3403,1971-04-07,2024-05-27,Aragão do Oeste,AP,68719354010,True,55.0,686,*********10,a***@terra.con.br
2534,Henrique,Caldeira,PF,(41) 92574-6062,1965-07-07,2024-05-27,Barbosa,RJ,49085617375,True,60.0,686,*********75,h***@yahoo.com.br
2793,Santos & Associados EI,,PJ,(71) 96801-5150,1984-05-21,2024-05-27,Fogaça,PA,23146895000172,True,41.0,686,************72,s***@comercio.net.br
6,Pinheiro Distribuidora e Comércio EI,,PJ,(21) 96458-4701,1981-01-19,2024-05-27,Mendes,DF,62541790000170,True,45.0,686,************70,p***@comercio.net.br
1226,Ryan,Vargas,PF,+5561917081345,1982-08-13,2024-05-28,Fogaça do Amparo,RJ,82430617544,True,43.0,685,*********44,r***@outlook.com
246,Duarte & Associados EI,,PJ,+5561977528959,,2024-05-28,Pires,PR,80649153000101,True,,685,************01,d***@comercio.net.br
2742,Bella,Gonçalves,PF,+5521913184267,1963-08-28,2024-05-28,Aragão da Mata,SC,28936507168,True,62.0,685,*********68,b***@uol.com.br
2854,Luan,Siqueira,PF,+5561932385017,1998-11-14,2024-05-28,Barros Alegre,RR,30526784938,True,27.0,685,*********38,l***@yahoo.com.br
3007,Pedro Lucas,Pereira,PF,(47) 93407-5250,1980-06-14,2024-05-28,da Conceição do Norte,RN,98410532689,True,45.0,685,*********89,p***@outlook.com
114,Consultoria Duarte S/S,,PJ,,1984-10-10,2024-05-29,Rocha,AL,19348065000150,True,41.0,684,************50,c***@comercio.net.br
1246,Maria Fernanda,da Rocha,PF,+5547963124573,1991-08-10,2024-05-29,Andrade,AP,39852167464,True,34.0,684,*********64,m***@outlook.com
1608,Elisa,Mendonça,PF,(51) 93531-3841,,2024-05-29,Costa Grande,PA,07248319597,True,,684,*********97,e***@gmail.com
2344,Camargo & Associados S/A,,PJ,47946285109,1971-01-10,2024-05-29,Santos,AL,73152948000136,True,55.0,684,************36,c***@empresa.com.br
2932,Laura,Mendonça,PF,+5547910853690,2001-10-04,2024-05-29,Novaes de Correia,AL,31508479666,True,24.0,684,*********66,l***@terra.com.br
418,Teixeira & Associados S/A,,PJ,,1988-07-14,2024-05-29,Mendes,SC,54173862000145,True,37.0,684,************45,t***@comercio.net.br
483,Ana Cecília,Pimenta,PF,(21) 96820-3928,1986-02-07,2024-05-29,Macedo,CE,93207615406,True,40.0,684,*********06,a***@outlook.com
643,Cruz & Freitas S/A,,PJ,31958607135,1997-11-23,2024-05-29,Pimenta,RN,35468709000109,True,28.0,684,************09,c***@comercio.net.br
699,Natália,Cassiano,PF,71922943278,,2024-05-29,Garcia,SC,35180764939,True,,684,*********39,n***@ig.com.br
1600,Vinicius,da Costa,PF,47961858933,1985-12-27,2024-05-30,Cassiano,AP,06872549300,True,40.0,683,*********00,v***@gmail.com
2047,Informática Ramos ME,,PJ,+5551952163086,1987-12-22,2024-05-30,Rezende,MG,59840167000103,True,38.0,683,************03,i***@comercio.net.br
2727,Davi Luiz,Nunes,PF,(41) 95532-8180,1959-02-19,2024-05-30,Gomes de Casa Grande,MS,08693512730,True,67.0,683,*********30,d***@gmail.com
2968,Otávio,Lopes,PF,,1979-12-11,2024-05-30,Cassiano,RJ,54260791885,True,46.0,683,*********85,o***@uol.com.br
3213,Monteiro Consultoria e Sistemas EIRELI,,PJ,,1958-04-26,2024-05-30,Azevedo,RN,41593720000195,True,68.0,683,************95,m***@comercio.net.br
3385,Rodrigo,Silveira,PF,(21) 95989-6888,1962-04-02,2024-05-30,Melo da Serra,RO,75891603268,True,64.0,683,*********68,r***@uol.com.br
3417,Gabrielly,da Mota,PF,47996072276,1960-08-14,2024-05-30,Sá,PB,41925670830,True,65.0,683,*********30,g***@uol.com.br
3440,Júlia,Cunha,PF,13921174772,1965-05-10,2024-05-31,Pires Grande,MG,59134268782,True,60.0,682,*********82,j***@bol.com.br
390,André,Aparecida,PF,47986369345,1973-09-29,2024-05-31,Guerra do Sul,RO,61487390203,True,52.0,682,*********03,a***@yahoo.com.br
872,João Vitor,das Neves,PF,(11) 92086-8159,2007-02-08,2024-05-31,Abreu,RS,04968713584,True,19.0,682,*********84,j***@yahoo.com.br
1228,Manuela,Silveira,PF,,1986-07-13,2024-06-01,Moraes,PE,53462079107,True,39.0,681,*********07,m***@uol.com.br
1858,Vitor Hugo,,PF,+5521973954609,1973-08-18,2024-06-01,Montenegro dos Dourados,PB,68974152355,True,52.0,681,*********55,v***@uol.con.br
1896,Henry,Nascimento,PF,51977733704,1993-01-25,2024-06-01,Moreira de Peixoto,PI,62701359406,True,33.0,681,*********06,h***@outlook.com
25,José Miguel,Fonseca,PF,61971829274,,2024-06-01,Nascimento da Prata,CE,02964837104,True,,681,*********04,j***@yahoo.com.br
1506,Bento,Andrade,PF,+5513924035701,1998-05-01,2024-06-02,Alves do Sul,PB,24139675080,True,27.0,680,*********80,b***@bol.com.br
1720,Maria Júlia,Sales,PF,(21) 92557-2087,1996-05-14,2024-06-02,da Rocha,MS,75128693473,True,29.0,680,*********73,m***@gmail.com
2077,Fernandes & Cunha ME,,PJ,61915895153,,2024-06-02,Nogueira,MA,82763519000196,True,,680,************96,f***@empresa.com.br
2774,Helena,Vargas,PF,13939037975,,2024-06-02,Abreu de Aragão,AP,14296035851,True,,680,*********51,h***@uol.com.br
647,Arthur Miguel,Macedo,PF,(71) 93404-2025,1987-04-11,2024-06-02,da Paz,TO,28954061389,True,39.0,680,*********89,a***@terra.com.br
719,Valentina,Rezende,PF,,1964-07-20,2024-06-02,Lima,RJ,89502714601,True,61.0,680,*********01,v***@uol.com.br
1024,Lara,Jesus,PF,11970096154,1979-01-06,2024-06-03,Ramos,RS,39508764210,True,47.0,679,*********10,l***@gmail.com
3032,Sabrina,Cirino,PF,+5511961609157,1967-09-07,2024-06-03,Lima de Rios,DF,35420716844,True,58.0,679,*********44,s***@terra.com.br
3075,Vicente,Caldeira,PF,+5521916643463,1993-11-12,2024-06-03,Almeida do Norte,AP,15078329404,True,32.0,679,*********04,v***@outlook.com
3317,Benjamim,Monteiro,PF,+5521930975649,1985-09-19,2024-06-03,Ramos,SP,64012895389,True,40.0,679,*********89,b***@terra.com.br
660,Ana Luiza,Leão,PF,11986051373,1972-11-05,2024-06-03,das Neves de da Costa,AM,72984650310,True,53.0,679,*********10,a***@ig.com.br
122,Stephany,Guerra,PF,11989219858,2005-08-31,2024-06-04,Costa,CE,62049785356,True,20.0,678,*********56,s***@bol.com.br
1289,Vitor Gabriel,Monteiro,PF,(31) 92476-2683,1970-10-07,2024-06-04,Duarte,SC,21739584619,True,55.0,678,*********19,v***@outlook.com
154,Murilo,Campos,PF,(51) 96608-2889,1962-07-24,2024-06-04,Pereira,PE,37826451035,True,63.0,678,*********35,m***@bol.com.br
1807,Maria,Freitas,PF,(13) 94216-3040,1998-05-21,2024-06-04,da Costa,AC,91208674501,True,27.0,678,*********01,a***@bol.com.br
3493,Bianca,da Paz,PF,11972176671,1958-09-23,2024-06-04,da Cunha,AL,92357041625,True,67.0,678,*********25,b***@outlook.com
62,Ana Laura,Lima,PF,13974118368,1969-10-01,2024-06-04,Jesus,AM,86713452973,True,56.0,678,*********73,a***@bol.com.br
905,Ísis,Cirino,PF,,1974-10-25,2024-06-04,Fernandes Grande,SE,69532018433,True,51.0,678,*********33,s***@gmail.com
3309,Luiza,Cavalcante,PF,+5513946653148,1995-02-10,2024-06-05,Peixoto,BA,97035428674,True,31.0,677,*********74,l***@gmail.com
171,Maria Vitória,Marques,PF,(11) 91046-7091,1958-08-10,2024-06-06,Guerra,SC,19857260411,True,67.0,676,*********11,m***@uol.com.br
1765,Luigi,Fonseca,PF,+5571919343275,2001-05-06,2024-06-06,Pires,AM,89745601357,True,24.0,676,*********57,l***@terra.com.br
2031,Ravi,Cirino,PF,61936627064,2006-05-27,2024-06-06,Oliveira da Serra,MT,90184623570,True,19.0,676,*********70,r***@bol.com.br
2616,Ana Clara,Barbosa,PF,(31) 91388-2277,,2024-06-06,Macedo de Aragão,GO,20589176420,True,,676,*********20,a***@hotmail.com
3298,Ana Liz,Gonçalves,PF,31939669902,2005-10-25,2024-06-06,Nogueira,PB,45873026947,True,20.0,676,*********47,a***@ig.com.br
1041,Pedro Lucas,Teixeira,PF,(51) 96173-1371,1969-01-12,2024-06-07,Abreu,RR,29154763819,True,57.0,675,*********19,p***@yahoo.com.br
1313,Ísis,Moura,PF,61962135227,1981-07-06,2024-06-07,Garcia,PB,72158034653,True,44.0,675,*********53,s***@hotmail.com
1615,Davi Miguel,Pastor,PF,61992495987,1962-08-30,2024-06-07,Peixoto,SP,39460721869,True,63.0,675,*********69,d***@uol.con.br
3191,Isis,Almeida,PF,+5521954715171,2007-02-15,2024-06-07,Machado,RO,17293640803,True,19.0,675,*********03,i***@yahoo.com.br
40,Julia,Araújo,PF,+5571969693332,1979-12-09,2024-06-07,Macedo,PA,74896013557,True,46.0,675,*********57,j***@bol.com.br
1773,Fernanda,da Rosa,PF,+5547962938613,1973-01-14,2024-06-08,Pastor de Minas,MA,25376091821,True,53.0,674,*********21,f***@bol.com.br
1888,Sistemas Carvalho Ltda.,,PJ,(31) 98893-2335,1976-06-06,2024-06-08,Oliveira do Norte,PR,16490325000130,True,49.0,674,************30,s***@comercio.net.br
1934,Vinicius,Sales,PF,+5547963461633,,2024-06-08,Sampaio,SP,38695740200,True,,674,*********00,v***@terra.com.br
1999,Marcelo,Viana,PF,47954576730,1972-07-25,2024-06-08,Novaes Verde,PR,92478560194,True,53.0,674,*********94,m***@outlook.com
3128,Aurora,da Paz,PF,+5511983951149,,2024-06-08,Ferreira,PA,96453780283,True,,674,*********83,a***@gmail.com
3411,Daniela,Rocha,PF,(41) 93088-1484,1958-04-08,2024-06-08,Costa do Sul,RS,38940152689,True,68.0,674,*********89,d***@yahoo.com.br
3435,Rafaela,Aparecida,PF,+5513923284358,2000-12-19,2024-06-08,Gomes,AC,58710246371,True,25.0,674,*********71,r***@gmail.com
106,Luana,Vasconcelos,PF,(47) 96544-2454,1957-10-10,2024-06-09,Carvalho,AP,08527396483,True,68.0,673,*********83,l***@uol.com.br
280,Benjamin,Rocha,PF,(31) 98337-4431,,2024-06-09,Carvalho,SC,27641508901,True,,673,*********01,b***@outlook.com
549,Pinto Serviços e Serviços EIRELI,,PJ,31997427163,1965-02-04,2024-06-09,Monteiro dos Dourados,PR,29637840000141,True,61.0,673,************41,p***@empresa.com.br
979,Kevin,Gomes,PF,(13) 96081-6111,1995-01-12,2024-06-09,Caldeira,BA,93158702630,True,31.0,673,*********30,k***@outlook.com
1162,Lucas,da Cruz,PF,+5531949122925,2004-10-13,2024-06-10,Correia,SC,61593827482,True,21.0,672,*********82,l***@uol.com.br
1335,João Lucas,Guerra,PF,13929833315,1999-04-26,2024-06-10,Rezende,MA,75938621003,True,26.0,672,*********03,j***@yahoo.com.br
1648,Antônio,Caldeira,PF,47910432447,1978-01-12,2024-06-10,Lopes das Pedras,MA,95862034765,True,48.0,672,*********65,a***@bol.com.br
2543,Agatha,Fogaça,PF,21991482176,1983-11-16,2024-06-10,Oliveira de Goiás,MG,91273408560,True,42.0,672,*********60,a***@outlook.com
292,Fernandes & Vieira ME,,PJ,+5541912156349,1976-03-30,2024-06-10,Leão,RJ,41263087000177,True,50.0,672,************77,f***@empresa.com.br
3134,Benjamin,Rocha,PF,(41) 94137-9167,1984-08-07,2024-06-10,da Cunha,AP,48792105602,True,41.0,672,*********02,b***@outlook.com
720,João Gabriel,Correia,PF,11999721678,,2024-06-10,Camargo de Minas,SE,28104693506,True,,672,*********06,j***@yahoo.com.br
120,Luara,Sousa,PF,+5513952974301,1996-07-02,2024-06-11,Machado da Prata,PA,78645392038,True,29.0,671,*********38,l***@bol.com.br
1659,Fernandes & Vieira EI,,PJ,51977268581,1992-08-01,2024-06-11,Almeida,CE,95186437000178,True,33.0,671,************78,f***@empresa.com.br
1757,Zoe,Guerra,PF,+5531943712835,1962-11-28,2024-06-11,Peixoto do Campo,SP,37950281677,True,63.0,671,*********77,a***@hotmail.com
2665,Kamilly,Vasconcelos,PF,+5511922928656,1988-02-13,2024-06-11,Farias,ES,75416980249,True,38.0,671,*********49,k***@gmail.com
72,Raquel,Albuquerque,PF,(41) 95058-5425,1988-07-31,2024-06-11,Vasconcelos,RO,05392718612,True,37.0,671,*********12,r***@outlook.com
790,Theodoro,Costa,PF,+5531997985178,2004-01-15,2024-06-11,Pastor,MS,10783965400,True,22.0,671,*********00,t***@bol.com.br
131,Camila,Sampaio,PF,+5513941131891,1999-01-22,2024-06-12,Araújo,PR,79254618373,True,27.0,670,*********73,c***@ig.com.br
1324,Olívia,Fernandes,PF,(31) 99620-3791,1956-04-18,2024-06-12,Pinto do Amparo,MA,51702369803,True,70.0,670,*********03,o***@uol.com.br
2508,Pacheco & Melo S/A,,PJ,(31) 93603-3574,2006-05-26,2024-06-12,Cardoso,DF,54326781000138,True,19.0,670,************38,p***@comercio.net.br
2709,Davi Miguel,Montenegro,PF,21985696023,1973-08-21,2024-06-12,Alves,CE,12503648924,True,52.0,670,*********24,d***@hotmail.com
3187,Ana Laura,Viana,PF,+5513960492395,2003-10-31,2024-06-12,Araújo,DF,23761058977,True,22.0,670,*********77,a***@gmail.com
34,Letícia,Mendonça,PF,71997223538,2006-11-29,2024-06-12,da Cunha,GO,59172683040,True,19.0,670,*********40,l***@gmail.com
499,Antonella,Almeida,PF,+5551983871583,,2024-06-12,Casa Grande de da Conceição,AC,87632514007,True,,670,*********07,a***@bol.com.br
2343,Vitor,Oliveira,PF,21960672281,1991-08-04,2024-06-13,Fonseca dos Dourados,TO,10625398777,True,34.0,669,*********77,v***@uol.com.br
2956,Antony,Fonseca,PF,+5547984855672,1999-01-22,2024-06-13,Gonçalves,DF,73912508488,True,27.0,669,*********88,a***@ig.com.br
326,Mateus,Abreu,PF,31930155282,1988-07-18,2024-06-13,Caldeira,RO,34178062913,True,37.0,669,*********13,m***@gmail.com
552,Vinicius,Câmara,PF,(21) 97866-6996,,2024-06-13,Campos,PE,56971042352,True,,669,*********52,v***@uol.com.br
1167,Heitor,Novaes,PF,47915001740,,2024-06-14,Mendonça de Sá,AP,78504193241,True,,668,*********41,h***@gmail.com
1256,Benicio,Porto,PF,+5561977792590,1998-07-12,2024-06-14,Sá de Sampaio,RJ,78634105253,True,27.0,668,*********53,b***@ig.com.br
1823,Maria Vitória,Mendonça,PF,(71) 95105-8801,1986-10-24,2024-06-14,Vasconcelos,SP,02693741599,True,39.0,668,*********99,m***@ig.com.br
2712,Carolina,Borges,PF,(21) 92894-4772,1970-07-31,2024-06-14,Garcia,MA,74521639828,True,55.0,668,*********28,c***@uol.com.br
3040,Murilo,Castro,PF,31964963417,,2024-06-14,Montenegro do Campo,PA,36051782435,True,,668,*********35,m***@uol.com.br
3228,Miguel,Peixoto,PF,(21) 96439-5083,1987-07-26,2024-06-14,Barbosa,RN,53924768056,True,38.0,668,*********56,m***@hotmail.com
653,Manuela,da Rocha,PF,+5521945782760,1982-07-20,2024-06-14,Marques das Flores,MS,14970856320,True,43.0,668,*********20,m***@terra.com.br
1122,Luiz Felipe,Silveira,PF,+5551960484320,1966-08-10,2024-06-15,Pacheco de Goiás,BA,41836079575,True,59.0,667,*********75,l***@outlook.com
1466,Lucas,Rodrigues,PF,+5547947963866,,2024-06-15,Dias,AC,27416380553,True,,667,*********53,l***@ig.com.br
3223,Maria Fernanda,Mendes,PF,61953002580,1996-10-15,2024-06-15,Marques,MS,06381724978,True,29.0,667,*********78,m***@ig.com.br
526,Luiza,Ribeiro,PF,(61) 98703-6515,1983-03-10,2024-06-15,Peixoto Alegre,MT,23651047890,True,43.0,667,*********90,l***@gmail.com
579,Calebe,Cavalcanti,PF,47922281987,1989-10-04,2024-06-15,da Cruz,TO,50397162812,True,36.0,667,*********12,c***@bol.com.br
1616,Lavínia,Rodrigues,PF,(21) 92221-2588,1960-04-15,2024-06-16,Silveira de Casa Grande,PE,65379124828,True,66.0,666,*********28,l***@uol.com.br
2070,Bella,Souza,PF,(61) 91549-2910,1963-03-23,2024-06-16,da Costa,TO,90537146261,True,63.0,666,*********61,b***@yahoo.com.br
873,Henry,Almeida,PF,61960593465,1983-01-03,2024-06-16,Brito,RR,27051839497,True,43.0,666,*********97,h***@outlook.com
184,Luiz Henrique,Sá,PF,41951203752,1957-08-04,2024-06-17,Macedo,SC,01786423987,True,68.0,665,*********87,l***@yahoo.com.br
2553,Maya,Almeida,PF,,1966-02-08,2024-06-17,Nogueira,CE,74091658393,True,60.0,665,*********93,m***@ig.com.br
2633,Barbosa Importadora e Sistemas S.A.,,PJ,21945414237,1979-04-02,2024-06-17,Sampaio,MT,29678301000150,True,47.0,665,************50,b***@comercio.net.br
3015,Pedro Miguel,Rocha,PF,(11) 91622-1143,1991-09-26,2024-06-17,Marques do Campo,MS,85276403171,True,34.0,665,*********71,p***@gmail.com
3142,Rocha & Associados S/S,,PJ,(11) 94305-3804,2004-06-14,2024-06-17,Novaes Paulista,MT,10986735000190,True,21.0,665,************90,r***@comercio.net.br
1038,Luara,Martins,PF,21994218525,2001-01-12,2024-06-18,Sales,RR,98147602340,True,25.0,664,*********40,l***@gmail.com
1890,Andrade & Silva ME,,PJ,,2005-10-26,2024-06-18,Viana de Goiás,PI,83475261000195,True,20.0,664,************95,a***@empresa.com.br
2118,Sofia,Almeida,PF,71957134974,2002-06-22,2024-06-18,Costela das Flores,BA,98174063269,True,23.0,664,*********69,s***@hotmail.com
236,Camila,Viana,PF,(21) 97206-9447,1981-08-29,2024-06-18,Sá da Serra,MA,91806745267,True,44.0,664,*********67,c***@ig.com.br
3096,Fernando,Sousa,PF,11974414030,,2024-06-18,Novais,PR,82307691413,True,,664,*********13,f***@outlook.com
336,Esther,Correia,PF,+5531949041136,1996-06-05,2024-06-18,Cavalcanti,RN,48712053635,True,29.0,664,*********35,e***@ig.com.br
3420,Maria Liz,Silva,PF,+5513977416748,1979-06-11,2024-06-18,Câmara dos Dourados,ES,05174683957,True,46.0,664,*********57,m***@hotmail.com
